Property ID,Property Name,Location,Type,Price,Date Listed,Date Sold,Sale Price,Sq Ft,Bedrooms,Bathrooms,Building Type,Year Built,Floor Level,Parking Spaces,Agent Name,Agent Contact Info,Property Status,Property Features
1735,Property 1735,Austin,House,887807,24-10-2024,,,3429,5,2,Detached,2001,,2,Robert Black,555-8261,Available,Garage|Sauna
1736,Property 1736,Fort Worth,House,547089,20-06-2024,,,1325,5,3,Ranch,2018,6,2,Kevin Martinez,555-7332,Available,Gym
1737,Property 1737,San Antonio,House,340896,03-10-2024,,,4786,2,4,Detached,2006,,2,David Lee,555-9044,Available,Fireplace|Pool|Garage|Sauna
1738,Property 1738,Fort Worth,Commercial,563606,25-03-2024,01-06-2024,574151,3999,6,5,Detached,2003,,4,David Lee,555-5446,Sold,Pool|Elevator|Barn|Gym
1739,Property 1739,Dallas,Apartment,464357,24-11-2024,,,2603,6,4,Detached,2016,,1,Kevin Martinez,555-8394,Available,Garden|Barn|Fireplace|Pool
1740,Property 1740,Austin,House,508199,31-08-2024,19-04-2024,524092,3429,4,3,Condo,2022,2,1,Laura Taylor,555-3773,Sold,Barn|Garage
1741,Property 1741,Houston,Apartment,323789,18-01-2024,04-10-2024,361996,4999,6,2,Office Building,2001,8,3,Emily Brown,555-9146,Sold,Barn|Gym|Elevator|Fireplace
1742,Property 1742,Austin,Commercial,716184,25-06-2024,25-06-2024,728502,3862,5,4,Condo,2000,4,3,Robert Black,555-6644,Sold,Gym|Elevator|Pool|Garage
1743,Property 1743,San Antonio,Commercial,486726,13-04-2024,,,3337,2,4,Ranch,2012,2,1,Alice White,555-3193,Available,Garage
1744,Property 1744,Austin,Commercial,454629,25-01-2024,08-04-2024,489779,4833,3,3,Ranch,2011,3,2,Robert Black,555-7252,Sold,Sauna
1745,Property 1745,Houston,House,862443,28-12-2023,,,2611,6,4,Condo,2023,5,4,Jane Smith,555-3451,Available,Gym|Garden|Elevator|Garage
1746,Property 1746,Dallas,Commercial,784436,01-05-2024,15-06-2024,827895,1954,2,5,Detached,2011,,2,Emily Brown,555-9238,Sold,Pool
1747,Property 1747,Austin,Apartment,391605,08-10-2024,27-05-2024,434879,2178,6,4,Detached,2010,,1,John Doe,555-1464,Sold,Garden
1748,Property 1748,San Antonio,Commercial,829013,21-03-2024,,,1994,2,4,Detached,2002,,4,Kevin Martinez,555-8800,Available,Barn|Sauna
1749,Property 1749,Houston,Commercial,928267,25-05-2024,18-02-2024,968456,1882,6,2,Condo,2002,7,3,Sarah Johnson,555-8103,Sold,Elevator|Fireplace
1750,Property 1750,Austin,House,532194,02-03-2024,,,2231,2,4,Ranch,2016,9,2,Sarah Johnson,555-1227,Available,Pool|Elevator
1751,Property 1751,Houston,House,615571,09-02-2024,,,4039,3,4,Ranch,2000,8,1,Laura Taylor,555-5610,Available,Sauna|Fireplace|Garage|Elevator
1752,Property 1752,San Antonio,Commercial,324213,11-07-2024,15-09-2024,351884,2301,6,3,Condo,2005,4,3,Michael Green,555-1675,Sold,Gym
1753,Property 1753,Dallas,Commercial,496094,21-04-2024,02-06-2024,522014,3945,2,5,Ranch,2011,2,2,John Doe,555-5181,Sold,Barn|Gym|Garage
1754,Property 1754,San Antonio,Commercial,312010,03-12-2024,,,2336,4,4,Detached,2013,,2,Kevin Martinez,555-7131,Available,Barn|Sauna|Elevator|Fireplace
1755,Property 1755,Houston,Commercial,943115,09-10-2024,25-08-2024,973365,3368,4,3,Condo,2008,5,2,Sarah Johnson,555-5135,Sold,Elevator|Fireplace|Barn
1756,Property 1756,Fort Worth,Commercial,500196,08-12-2024,24-07-2024,536303,2844,2,5,Ranch,2016,7,3,Kevin Martinez,555-9615,Sold,Sauna
1757,Property 1757,Austin,Commercial,345122,19-06-2024,06-12-2024,361073,1506,5,4,Ranch,2018,3,4,David Lee,555-1367,Sold,Pool
1758,Property 1758,San Antonio,Apartment,735864,16-03-2024,,,3940,5,4,Ranch,2023,3,2,Michael Green,555-6507,Available,Garden|Elevator|Fireplace
1759,Property 1759,Dallas,Commercial,952267,18-11-2024,,,2133,6,2,Condo,2016,6,3,John Doe,555-6090,Available,Barn|Gym|Sauna|Fireplace
1760,Property 1760,Houston,Apartment,523177,23-04-2024,,,4652,4,3,Detached,2002,,4,Sarah Johnson,555-3333,Available,Fireplace|Garage
1761,Property 1761,Fort Worth,Commercial,526143,18-11-2024,06-04-2024,554047,2791,4,3,Condo,2004,10,2,Emily Brown,555-6540,Sold,Fireplace|Garage
1762,Property 1762,Austin,Apartment,341823,23-06-2024,,,1442,6,3,Ranch,2004,7,2,Kevin Martinez,555-3939,Available,Sauna|Pool|Elevator|Fireplace
1763,Property 1763,San Antonio,Apartment,598346,22-02-2024,13-08-2024,635987,3375,5,2,Ranch,2019,4,2,Alice White,555-7604,Sold,Gym|Elevator
1764,Property 1764,Houston,Apartment,881511,17-01-2024,,,3813,4,3,Office Building,2019,1,1,Laura Taylor,555-5612,Available,Fireplace|Barn|Sauna|Gym
1765,Property 1765,Fort Worth,Commercial,545352,17-02-2024,01-11-2024,568106,3963,4,2,Office Building,2019,2,1,Jane Smith,555-4442,Sold,Pool|Fireplace|Barn
1766,Property 1766,Fort Worth,Apartment,839153,06-09-2024,07-12-2024,870304,2795,2,4,Ranch,2004,6,2,Kevin Martinez,555-5416,Sold,Elevator|Garden
1767,Property 1767,San Antonio,House,903126,13-10-2024,,,3665,2,5,Detached,2021,,3,John Doe,555-7409,Available,Sauna
1768,Property 1768,Fort Worth,Commercial,453347,09-04-2024,,,1534,4,2,Ranch,2019,1,2,Sarah Johnson,555-1235,Available,Gym
1769,Property 1769,Houston,Apartment,674761,24-05-2024,30-12-2023,708711,3484,6,2,Condo,2016,8,3,John Doe,555-9563,Sold,Pool|Elevator|Sauna|Barn
1770,Property 1770,San Antonio,House,871186,13-01-2024,,,4601,3,2,Condo,2002,9,3,John Doe,555-7030,Available,Gym
1771,Property 1771,Houston,Apartment,956211,29-04-2024,,,3154,6,5,Ranch,2007,7,3,Sarah Johnson,555-2281,Available,Gym|Garage
1772,Property 1772,Dallas,House,398925,12-03-2024,20-01-2024,439763,3937,3,2,Office Building,2003,6,1,Michael Green,555-2009,Sold,Fireplace|Garden|Gym
1773,Property 1773,San Antonio,Apartment,614409,17-03-2024,06-05-2024,662386,3192,5,3,Ranch,2006,6,1,David Lee,555-5669,Sold,Barn|Garden|Gym|Pool
1774,Property 1774,Dallas,House,500013,21-09-2024,05-02-2024,526181,2175,4,2,Ranch,2014,5,2,John Doe,555-5385,Sold,Fireplace
1775,Property 1775,Austin,Apartment,892216,08-03-2024,,,3706,4,2,Ranch,2014,5,3,John Doe,555-5745,Available,Garage|Fireplace|Sauna
1776,Property 1776,Houston,House,661043,04-01-2024,30-01-2024,693056,1852,5,3,Detached,2016,,1,Jane Smith,555-9286,Sold,Pool|Garden|Gym
1777,Property 1777,Austin,Apartment,632819,07-05-2024,,,2226,5,2,Ranch,2010,9,2,Sarah Johnson,555-8133,Available,Pool|Sauna
1778,Property 1778,Austin,House,557803,28-04-2024,08-01-2024,600099,3773,2,4,Detached,2010,,3,Michael Green,555-6280,Sold,Fireplace|Elevator|Sauna|Garage
1779,Property 1779,San Antonio,House,359511,08-08-2024,,,2585,4,2,Condo,2001,10,3,Alice White,555-5952,Available,Elevator|Gym|Garden|Sauna
1780,Property 1780,Austin,Commercial,473884,28-08-2024,29-07-2024,508213,1202,4,2,Ranch,2019,6,1,David Lee,555-5251,Sold,Garage|Garden|Elevator
1781,Property 1781,Houston,Apartment,479366,12-07-2024,24-10-2024,514044,4200,4,2,Condo,2019,9,4,Alice White,555-3825,Sold,Garden|Pool
1782,Property 1782,Houston,Apartment,347255,06-09-2024,,,4347,4,5,Detached,2003,,4,Jane Smith,555-1634,Available,Garage|Sauna|Pool|Elevator
1783,Property 1783,Fort Worth,Commercial,559535,11-10-2024,,,1650,2,3,Detached,2017,,2,Laura Taylor,555-2724,Available,Garden|Gym|Sauna|Pool
1784,Property 1784,San Antonio,Apartment,543400,06-11-2024,,,1839,6,5,Office Building,2001,8,3,David Lee,555-4976,Available,Garden|Sauna|Elevator
1785,Property 1785,Fort Worth,Apartment,705324,19-08-2024,09-09-2024,715574,2230,5,5,Detached,2010,,2,John Doe,555-5896,Sold,Garden
1786,Property 1786,Houston,Apartment,817801,25-04-2024,16-12-2024,866246,3704,5,3,Detached,2006,,1,Alice White,555-8628,Sold,Garden|Pool
1787,Property 1787,Dallas,House,704678,16-08-2024,13-10-2024,743698,2264,3,4,Office Building,2019,2,2,Kevin Martinez,555-5180,Sold,Garden|Pool
1788,Property 1788,Houston,Commercial,748178,31-08-2024,02-02-2024,771317,4121,2,5,Ranch,2004,1,4,Emily Brown,555-3873,Sold,Barn
1789,Property 1789,Dallas,House,946831,03-07-2024,17-01-2024,976857,4300,2,4,Office Building,2000,8,1,Michael Green,555-4842,Sold,Pool|Fireplace
1790,Property 1790,Austin,House,978901,21-01-2024,,,2534,4,2,Condo,2009,7,3,Kevin Martinez,555-1272,Available,Gym|Pool
1791,Property 1791,Dallas,Apartment,777087,06-02-2024,09-12-2024,810049,3268,4,3,Detached,2014,,4,Robert Black,555-1185,Sold,Gym|Garden|Garage|Barn
1792,Property 1792,Houston,Commercial,510291,18-01-2024,27-02-2024,527328,1972,6,5,Condo,2023,5,2,Robert Black,555-1865,Sold,Pool
1793,Property 1793,Fort Worth,Commercial,622296,11-05-2024,,,3281,6,4,Condo,2021,2,4,Kevin Martinez,555-2116,Available,Garage|Garden|Barn
1794,Property 1794,Fort Worth,House,922015,10-06-2024,08-09-2024,963265,4000,5,2,Condo,2004,8,1,Jane Smith,555-3549,Sold,Fireplace|Garage
1795,Property 1795,Dallas,Apartment,955981,11-03-2024,,,2499,4,3,Detached,2009,,3,Kevin Martinez,555-7885,Available,Garden|Garage|Elevator|Sauna
1796,Property 1796,Dallas,Commercial,974806,14-09-2024,,,3784,4,5,Ranch,2021,6,3,Sarah Johnson,555-6707,Available,Gym|Garden|Sauna|Barn
1797,Property 1797,Fort Worth,Apartment,922145,12-01-2024,,,4854,3,5,Detached,2018,,2,Emily Brown,555-5991,Available,Elevator|Sauna|Pool|Fireplace
1798,Property 1798,Dallas,House,861153,02-10-2024,10-02-2024,883616,1084,6,2,Office Building,2003,2,4,Michael Green,555-7107,Sold,Gym|Sauna|Fireplace|Barn
1799,Property 1799,Houston,House,328356,12-05-2024,01-09-2024,364802,2286,6,3,Condo,2014,7,2,Sarah Johnson,555-8968,Sold,Gym|Garage|Fireplace
1800,Property 1800,Fort Worth,Commercial,920520,28-01-2024,,,2891,3,2,Ranch,2021,9,1,Michael Green,555-7227,Available,Garage|Gym|Barn|Sauna
1801,Property 1801,San Antonio,Apartment,685560,13-10-2024,,,3142,4,2,Office Building,2011,1,2,Alice White,555-7943,Available,Garden|Elevator|Fireplace
1802,Property 1802,Austin,Apartment,367911,30-05-2024,12-09-2024,395583,1402,3,2,Office Building,2021,6,2,John Doe,555-7247,Sold,Gym|Sauna|Elevator|Garage
1803,Property 1803,Fort Worth,Apartment,790746,26-09-2024,17-02-2024,831839,3983,4,2,Ranch,2016,5,3,John Doe,555-1002,Sold,Fireplace|Sauna|Barn|Gym
1804,Property 1804,Houston,Commercial,409384,11-12-2024,01-03-2024,440972,3226,2,3,Office Building,2000,1,4,Alice White,555-5099,Sold,Barn|Garage
1805,Property 1805,Dallas,Commercial,565849,24-10-2024,03-12-2024,584822,4735,5,5,Office Building,2006,8,2,Alice White,555-4281,Sold,Pool
1806,Property 1806,San Antonio,Commercial,617071,26-07-2024,,,2332,4,2,Ranch,2001,6,3,Michael Green,555-8039,Available,Sauna|Garden
1807,Property 1807,San Antonio,House,345676,27-07-2024,11-06-2024,393411,1309,6,2,Office Building,2004,5,4,Jane Smith,555-9892,Sold,Elevator|Garden|Barn
1808,Property 1808,Dallas,House,724124,15-01-2024,09-08-2024,737336,3484,3,4,Detached,2023,,3,Sarah Johnson,555-2111,Sold,Barn|Fireplace|Garage|Garden
1809,Property 1809,Houston,Commercial,658748,15-08-2024,,,3444,2,5,Ranch,2018,6,1,Michael Green,555-7884,Available,Barn|Fireplace|Sauna
1810,Property 1810,Dallas,House,828713,22-12-2023,05-06-2024,839864,1348,6,2,Condo,2019,3,3,John Doe,555-2663,Sold,Gym
1811,Property 1811,Dallas,Commercial,973184,01-12-2024,,,2265,6,4,Ranch,2007,6,4,Kevin Martinez,555-3875,Available,Garden
1812,Property 1812,Dallas,Commercial,739269,07-10-2024,21-03-2024,787890,2163,6,2,Ranch,2003,9,4,Robert Black,555-9510,Sold,Fireplace|Garden
1813,Property 1813,Dallas,House,991886,08-03-2024,03-11-2024,1014820,3539,3,5,Office Building,2010,7,2,Laura Taylor,555-7760,Sold,Barn|Garden|Gym
1814,Property 1814,Fort Worth,Apartment,617167,09-01-2024,08-04-2024,664702,3939,6,3,Office Building,2020,5,4,Michael Green,555-5164,Sold,Sauna
1815,Property 1815,San Antonio,Apartment,343562,21-04-2024,,,1773,4,3,Office Building,2006,9,2,Kevin Martinez,555-9200,Available,Garden|Elevator|Barn|Fireplace
1816,Property 1816,Houston,House,779639,18-06-2024,10-06-2024,825285,1987,3,3,Condo,2008,8,2,Laura Taylor,555-6642,Sold,Gym|Fireplace|Pool|Sauna
1817,Property 1817,Austin,Apartment,599789,26-02-2024,,,2077,2,4,Office Building,2015,2,1,Robert Black,555-6498,Available,Garden|Fireplace|Gym|Barn
1818,Property 1818,Austin,Apartment,632844,21-05-2024,,,3619,2,5,Office Building,2005,6,3,Emily Brown,555-1456,Available,Elevator|Pool|Sauna|Barn
1819,Property 1819,Houston,Apartment,422440,20-11-2024,,,2844,4,4,Condo,2021,1,3,Sarah Johnson,555-6089,Available,Gym|Garage|Elevator
1820,Property 1820,Fort Worth,Apartment,340079,24-11-2024,,,1855,6,5,Detached,2010,,3,Emily Brown,555-9304,Available,Fireplace|Gym|Garage|Sauna
1821,Property 1821,Austin,House,979874,13-03-2024,,,2632,3,2,Ranch,2004,4,4,Alice White,555-5209,Available,Fireplace|Gym|Elevator
1822,Property 1822,Dallas,Apartment,992256,11-07-2024,,,4180,2,5,Office Building,2022,1,4,Emily Brown,555-7725,Available,Fireplace|Gym|Garden|Sauna
1823,Property 1823,Houston,Commercial,499105,27-11-2024,19-10-2024,527824,2991,2,4,Condo,2022,9,3,Michael Green,555-1438,Sold,Sauna|Pool|Garage
1824,Property 1824,Houston,Apartment,308616,18-01-2024,09-03-2024,357337,4543,2,4,Ranch,2008,3,4,Laura Taylor,555-8566,Sold,Gym
1825,Property 1825,San Antonio,House,657011,13-11-2024,13-08-2024,675545,1509,3,5,Detached,2005,,4,John Doe,555-5417,Sold,Elevator|Barn|Sauna|Pool
1826,Property 1826,Fort Worth,House,512401,29-08-2024,,,3215,2,2,Detached,2000,,2,Robert Black,555-2314,Available,Sauna
1827,Property 1827,Dallas,Commercial,301838,06-12-2024,,,4226,6,5,Detached,2020,,2,Sarah Johnson,555-9077,Available,Fireplace|Elevator
1828,Property 1828,Fort Worth,House,618452,03-05-2024,09-03-2024,634169,3269,4,4,Office Building,2013,1,1,David Lee,555-9169,Sold,Garden|Pool|Fireplace|Sauna
1829,Property 1829,Austin,Apartment,606327,28-06-2024,17-08-2024,635960,4906,4,2,Office Building,2010,10,1,Emily Brown,555-5646,Sold,Elevator|Fireplace
1830,Property 1830,Austin,Apartment,701459,21-02-2024,30-05-2024,744352,1040,3,2,Detached,2016,,1,Sarah Johnson,555-5505,Sold,Fireplace
1831,Property 1831,San Antonio,House,822977,23-11-2024,14-01-2024,867019,3769,5,5,Office Building,2013,7,4,Robert Black,555-6067,Sold,Elevator|Fireplace|Gym|Sauna
1832,Property 1832,San Antonio,Commercial,931845,01-04-2024,05-08-2024,965111,3604,3,4,Office Building,2009,8,3,Kevin Martinez,555-7975,Sold,Garage|Fireplace|Sauna
1833,Property 1833,Dallas,Apartment,795677,20-03-2024,16-09-2024,813220,2805,3,5,Condo,2014,9,4,Jane Smith,555-3951,Sold,Barn|Elevator|Gym|Pool
1834,Property 1834,Austin,Commercial,888534,21-07-2024,24-11-2024,924171,3564,6,5,Condo,2012,7,3,Laura Taylor,555-9766,Sold,Elevator|Barn|Garden|Gym
1835,Property 1835,Dallas,Commercial,903623,04-11-2024,28-04-2024,931834,4987,6,2,Condo,2015,3,2,Jane Smith,555-1835,Sold,Garden
1836,Property 1836,Fort Worth,House,918770,08-07-2024,,,4388,5,5,Condo,2022,3,3,Jane Smith,555-3783,Available,Pool
1837,Property 1837,Dallas,House,999373,07-06-2024,,,1912,3,3,Detached,2001,,2,Robert Black,555-5917,Available,Fireplace|Barn|Garage
1838,Property 1838,Houston,Commercial,659147,11-01-2024,13-09-2024,675181,1279,4,4,Detached,2000,,1,Alice White,555-9186,Sold,Fireplace
1839,Property 1839,Houston,House,915861,31-10-2024,,,3043,3,5,Condo,2002,7,3,John Doe,555-5536,Available,Garage|Gym|Garden
1840,Property 1840,Houston,House,988481,13-05-2024,20-03-2024,1010749,3510,6,5,Condo,2010,3,3,Jane Smith,555-9347,Sold,Barn
1841,Property 1841,Fort Worth,House,319221,27-09-2024,16-11-2024,344225,1953,5,3,Ranch,2017,10,2,Sarah Johnson,555-6400,Sold,Pool|Gym|Garage|Garden
1842,Property 1842,Houston,Commercial,626661,20-11-2024,05-01-2024,641425,2028,3,5,Office Building,2002,4,3,Laura Taylor,555-1688,Sold,Fireplace|Garden
1843,Property 1843,Dallas,Commercial,353035,17-07-2024,31-10-2024,364883,3704,2,4,Detached,2008,,4,John Doe,555-8301,Sold,Garage|Pool|Fireplace|Sauna
1844,Property 1844,Dallas,House,683842,22-04-2024,,,3198,3,2,Detached,2006,,3,Alice White,555-1053,Available,Gym|Garage|Elevator
1845,Property 1845,Fort Worth,House,501219,30-10-2024,,,2898,4,4,Detached,2010,,4,Robert Black,555-9974,Available,Elevator
1846,Property 1846,Austin,Commercial,957835,16-02-2024,,,1429,6,5,Detached,2004,,2,Emily Brown,555-1981,Available,Gym|Garage|Pool|Barn
1847,Property 1847,Austin,Commercial,828108,13-12-2024,29-05-2024,858547,4370,6,2,Condo,2003,9,4,Emily Brown,555-6805,Sold,Fireplace|Barn|Garden
1848,Property 1848,Houston,Apartment,995224,31-01-2024,,,3786,5,4,Detached,2002,,4,Jane Smith,555-8669,Available,Barn|Gym
1849,Property 1849,Houston,House,752759,02-09-2024,09-07-2024,779170,1846,6,4,Ranch,2013,9,2,Kevin Martinez,555-1601,Sold,Sauna|Barn
1850,Property 1850,Austin,House,859993,07-01-2024,,,1588,6,5,Detached,2009,,3,Sarah Johnson,555-9605,Available,Pool|Garden|Fireplace|Garage
1851,Property 1851,San Antonio,Apartment,524283,08-08-2024,,,3674,2,4,Detached,2004,,1,Robert Black,555-7247,Available,Garage|Barn|Sauna
1852,Property 1852,San Antonio,House,735090,24-11-2024,28-11-2024,749017,2863,4,5,Ranch,2020,9,1,Emily Brown,555-9373,Sold,Fireplace|Elevator
1853,Property 1853,Dallas,House,764670,07-11-2024,,,1502,6,2,Ranch,2011,6,1,Sarah Johnson,555-3029,Available,Barn
1854,Property 1854,Houston,Apartment,508697,08-05-2024,,,3670,3,3,Detached,2004,,3,Emily Brown,555-2905,Available,Sauna
1855,Property 1855,Fort Worth,Apartment,683146,12-04-2024,02-06-2024,726495,2949,2,2,Condo,2009,1,4,Michael Green,555-8826,Sold,Gym|Fireplace|Barn|Garden
1856,Property 1856,Fort Worth,Commercial,404137,15-01-2024,23-02-2024,431937,1805,2,2,Office Building,2006,5,2,Kevin Martinez,555-1907,Sold,Garden|Barn|Garage|Pool
1857,Property 1857,Fort Worth,Commercial,918309,05-11-2024,,,3318,3,3,Ranch,2016,5,4,Michael Green,555-5343,Available,Elevator
1858,Property 1858,Austin,Commercial,927443,23-09-2024,,,1268,3,2,Ranch,2023,1,3,Kevin Martinez,555-9718,Available,Sauna|Elevator
1859,Property 1859,Austin,House,402396,18-07-2024,11-03-2024,429678,2492,5,5,Condo,2006,7,2,Michael Green,555-6494,Sold,Fireplace|Elevator|Barn|Pool
1860,Property 1860,Houston,Commercial,512603,18-08-2024,,,3054,4,5,Condo,2011,9,3,Laura Taylor,555-9149,Available,Barn|Garden
1861,Property 1861,Austin,House,491216,09-11-2024,01-11-2024,530931,1434,3,4,Detached,2005,,2,Michael Green,555-2587,Sold,Gym
1862,Property 1862,Austin,Commercial,746455,21-08-2024,,,3220,6,3,Detached,2008,,3,Alice White,555-8915,Available,Elevator
1863,Property 1863,Austin,Commercial,401394,17-11-2024,25-04-2024,422231,4873,5,4,Office Building,2010,8,2,John Doe,555-2242,Sold,Elevator|Barn
1864,Property 1864,Austin,House,642890,18-03-2024,,,4864,6,2,Ranch,2005,5,2,Michael Green,555-1012,Available,Garage
1865,Property 1865,Austin,Commercial,901190,14-11-2024,,,4665,4,3,Condo,2003,2,3,John Doe,555-4502,Available,Elevator
1866,Property 1866,San Antonio,Commercial,540441,26-12-2023,,,1017,5,2,Condo,2008,10,2,Michael Green,555-9619,Available,Sauna
1867,Property 1867,Houston,Apartment,416531,20-09-2024,04-05-2024,427285,2897,3,5,Ranch,2010,3,3,David Lee,555-1782,Sold,Pool|Garden|Barn|Fireplace
1868,Property 1868,Houston,House,536205,23-12-2023,,,4670,4,2,Condo,2014,9,2,John Doe,555-6295,Available,Gym|Sauna|Garden
1869,Property 1869,Fort Worth,Commercial,976682,21-12-2023,28-05-2024,1005866,2966,6,2,Office Building,2000,6,2,Robert Black,555-4800,Sold,Sauna|Gym|Garden|Elevator
1870,Property 1870,Austin,House,425671,03-09-2024,,,1022,2,5,Condo,2021,4,1,Michael Green,555-4364,Available,Pool
1871,Property 1871,Houston,Apartment,482581,29-05-2024,,,1748,2,2,Condo,2019,6,1,Alice White,555-6489,Available,Elevator
1872,Property 1872,Dallas,House,375208,17-09-2024,02-03-2024,421582,4318,6,5,Office Building,2009,10,1,John Doe,555-8419,Sold,Fireplace|Pool
1873,Property 1873,Houston,House,397736,18-11-2024,,,4035,6,5,Condo,2006,4,1,Michael Green,555-2368,Available,Barn
1874,Property 1874,Houston,Commercial,669649,20-12-2023,,,2584,3,3,Condo,2020,1,3,Kevin Martinez,555-8038,Available,Fireplace|Elevator|Barn|Garden
1875,Property 1875,Austin,House,508224,27-12-2023,27-09-2024,551190,1500,6,4,Condo,2004,1,2,Alice White,555-4683,Sold,Sauna
1876,Property 1876,Dallas,Commercial,703036,20-04-2024,25-06-2024,751644,4104,4,5,Condo,2012,10,4,Sarah Johnson,555-3054,Sold,Sauna|Fireplace|Gym
1877,Property 1877,Houston,Commercial,485919,09-11-2024,14-04-2024,525116,3452,4,4,Detached,2014,,3,Laura Taylor,555-1071,Sold,Garage
1878,Property 1878,Austin,House,672068,29-09-2024,11-04-2024,711356,2472,5,5,Condo,2008,7,3,Emily Brown,555-3319,Sold,Garage|Elevator
1879,Property 1879,Dallas,Apartment,777837,30-05-2024,29-02-2024,805659,1710,4,4,Condo,2013,6,4,Robert Black,555-2532,Sold,Garage|Garden
1880,Property 1880,Austin,House,419404,28-04-2024,02-02-2024,450268,2000,2,3,Condo,2005,9,4,Kevin Martinez,555-2548,Sold,Sauna|Garden|Garage|Pool
1881,Property 1881,Austin,Commercial,300892,03-07-2024,,,3738,5,5,Detached,2020,,3,Michael Green,555-1483,Available,Pool|Gym
1882,Property 1882,Houston,Commercial,720990,22-04-2024,,,3234,6,2,Office Building,2000,2,3,Laura Taylor,555-8970,Available,Garden|Fireplace
1883,Property 1883,Houston,House,307539,19-05-2024,,,2691,6,4,Condo,2009,8,1,Laura Taylor,555-4179,Available,Fireplace|Garden
1884,Property 1884,San Antonio,Apartment,594124,10-01-2024,,,4881,6,4,Condo,2021,4,4,Alice White,555-2382,Available,Elevator|Pool|Garden|Barn
1885,Property 1885,Houston,Apartment,558888,15-04-2024,,,2407,3,3,Condo,2012,6,1,Robert Black,555-5968,Available,Sauna|Gym|Elevator
1886,Property 1886,Houston,Commercial,464706,19-12-2023,22-08-2024,487434,2625,3,4,Condo,2016,10,3,David Lee,555-2932,Sold,Gym|Garden|Pool|Elevator
1887,Property 1887,Dallas,House,866638,27-08-2024,,,3637,2,2,Condo,2003,10,2,Kevin Martinez,555-8318,Available,Gym|Garage|Pool
1888,Property 1888,Fort Worth,Apartment,699291,13-08-2024,13-06-2024,737804,1200,2,3,Condo,2023,9,2,Robert Black,555-8604,Sold,Garden|Fireplace|Sauna
1889,Property 1889,Fort Worth,Apartment,991690,24-11-2024,,,4166,4,5,Office Building,2019,8,1,David Lee,555-1738,Available,Barn|Fireplace|Elevator|Sauna
1890,Property 1890,Dallas,Commercial,453526,14-08-2024,04-10-2024,480626,3602,5,4,Ranch,2014,10,4,Kevin Martinez,555-6092,Sold,Gym|Sauna|Garage|Elevator
1891,Property 1891,Houston,House,899240,18-02-2024,02-01-2024,928569,4599,5,4,Office Building,2022,4,3,Michael Green,555-1240,Sold,Sauna|Elevator
1892,Property 1892,Fort Worth,Commercial,490203,05-06-2024,16-11-2024,535202,3356,3,2,Ranch,2021,6,4,Jane Smith,555-7310,Sold,Fireplace
1893,Property 1893,Fort Worth,Apartment,534047,23-02-2024,07-05-2024,551460,2678,6,5,Detached,2017,,1,Sarah Johnson,555-7985,Sold,Gym|Pool|Sauna|Elevator
1894,Property 1894,Austin,Apartment,434651,06-08-2024,,,4370,6,4,Ranch,2023,9,3,Jane Smith,555-2914,Available,Garage
1895,Property 1895,Austin,House,678992,01-04-2024,10-05-2024,726924,3681,5,5,Ranch,2000,4,3,John Doe,555-5595,Sold,Gym
1896,Property 1896,Dallas,Commercial,596539,05-08-2024,,,3100,6,4,Condo,2003,1,1,Laura Taylor,555-1073,Available,Garage
1897,Property 1897,Houston,Commercial,469431,14-12-2024,,,2511,3,3,Ranch,2023,5,2,John Doe,555-5956,Available,Elevator|Garden|Garage
1898,Property 1898,Fort Worth,House,689118,14-03-2024,,,4895,3,4,Ranch,2021,10,4,Emily Brown,555-1537,Available,Elevator|Garden
1899,Property 1899,Austin,Apartment,530326,23-08-2024,,,1232,4,5,Office Building,2015,10,4,David Lee,555-8548,Available,Garage|Fireplace|Pool|Sauna
1900,Property 1900,Fort Worth,Commercial,621136,03-01-2024,19-10-2024,656247,1645,6,2,Condo,2010,5,1,Jane Smith,555-7818,Sold,Barn|Fireplace|Elevator
1901,Property 1901,Dallas,House,509239,10-06-2024,,,1816,4,4,Condo,2007,1,4,Jane Smith,555-9443,Available,Fireplace
1902,Property 1902,Houston,House,715414,07-11-2024,12-10-2024,726773,4741,4,5,Condo,2013,8,4,Alice White,555-7526,Sold,Garden|Pool
1903,Property 1903,Austin,Apartment,639936,12-04-2024,,,1737,5,5,Condo,2023,8,2,Jane Smith,555-1156,Available,Sauna|Gym|Garden
1904,Property 1904,Houston,Apartment,786404,13-04-2024,30-06-2024,825708,1386,2,5,Detached,2013,,4,David Lee,555-4126,Sold,Barn|Gym|Garage
1905,Property 1905,Austin,Apartment,388658,27-02-2024,,,4392,4,2,Condo,2001,4,2,John Doe,555-6430,Available,Elevator|Fireplace|Garden|Pool
1906,Property 1906,Dallas,Commercial,473047,27-08-2024,19-02-2024,490524,2536,3,3,Ranch,2005,3,4,Laura Taylor,555-4339,Sold,Fireplace
1907,Property 1907,San Antonio,Commercial,757415,05-06-2024,,,4219,2,3,Office Building,2007,8,2,Laura Taylor,555-1114,Available,Sauna|Gym
1908,Property 1908,Austin,House,704496,08-08-2024,07-12-2024,742293,3608,2,3,Detached,2004,,1,Alice White,555-2296,Sold,Gym|Garage|Elevator
1909,Property 1909,Houston,Commercial,600265,08-07-2024,21-12-2023,612767,2255,6,2,Condo,2011,2,4,Sarah Johnson,555-9227,Sold,Barn|Sauna
